MovieID,genres,movie_title,imdb_score
3654,Drama.Music,Song One ,5.8
3655,Crime.Mystery.Thriller,Murder by Numbers ,6.1
3656,Drama.History.War,Winter in Wartime ,7.1
3657,Comedy.Crime.Thriller,Freaky Deaky ,6.5
3658,Thriller.War,The Train ,7.9
3659,Drama.Thriller,Trade of Innocents ,5.4
3660,Action.Crime.Drama.Thriller,The Protector ,7.1
3661,Comedy,Stiff Upper Lips ,6.4
3662,Comedy.Romance,The Inbetweeners             ,8.4
3663,Comedy.Drama.Romance.Sport,Bend It Like Beckham ,6.7
3664,Drama.Romance,Sunshine State ,6.9
3665,Action.Sport,Crossover ,2.1
3666,Action.Comedy,Khiladi 786 ,4.3
3667,Horror,[Rec] 2 ,6.6
3668,Musical,Standing Ovation ,3.4
3669,Comedy.Crime.Drama,The Sting ,8.3
3670,Biography.Drama.Sport,Chariots of Fire ,7.2
3671,Comedy.Drama.Romance,Diary of a Mad Black Woman ,5.6
3672,Biography.Drama.Music.Romance,Shine ,7.7
3673,Comedy.Drama.Romance,Don Jon ,6.6
3674,Mystery.Western,High Plains Drifter ,7.6
3675,Comedy.Drama,Ghost World ,7.4
3676,Biography.Drama.Romance,Iris ,7.1
3677,Comedy.Sci-Fi,Galaxina ,3.4
3678,Drama.Music,The Chorus ,7.9
3679,Comedy.Drama,Mambo Italiano ,6.7
3680,Crime.Drama.Mystery.Thriller,Wonderland ,6.6
3681,Drama,Do the Right Thing ,7.9
3682,Comedy.Crime.Drama.Romance.Thriller,Harvard Man ,4.9
3683,Comedy.Drama,Le Havre ,7.2
3684,Crime.Drama.Mystery.Thriller,Irreversible ,7.4
3685,Comedy.Drama,R100 ,6.1
3686,Comedy.Drama.History.Romance,Rang De Basanti ,8.4
3687,Drama,Animals ,6.2
3688,Action.Comedy.Drama.Thriller,Salvation Boulevard ,5.3
3689,Comedy.Romance,The Ten ,5
3690,Comedy.Drama,A Room for Romeo Brass ,7.7
3691,Crime.Drama.Thriller,Headhunters ,7.6
3692,Comedy.Horror.Sci-Fi.Thriller,Grabbers ,6.3
3693,Comedy.Drama.Sport,Saint Ralph ,7.6
3694,Drama.Romance,Miss Julie ,5.6
3695,Drama.Fantasy.Romance,Somewhere in Time ,7.3
3696,Action.Crime.Drama.Thriller,Dum Maaro Dum ,6.2
3697,Fantasy.Horror.Thriller,Insidious: Chapter 2 ,6.6
3698,Horror.Mystery,Saw II ,6.6
3699,Drama.Horror.Mystery.Sci-Fi.Thriller,10 Cloverfield Lane ,7.3
3700,Comedy.Documentary,Jackass: The Movie ,6.6
3701,Horror,Lights Out ,6.9
3702,Horror,Paranormal Activity 3 ,5.8
3703,Fantasy.Horror,Ouija ,4.4
3704,Action.Fantasy.Horror.Thriller,A Nightmare on Elm Street 3: Dream Warriors ,6.6
3705,Mystery.Thriller,The Gift ,7.1
3706,Comedy.Drama,Instructions Not Included ,7.6
3707,Horror,Paranormal Activity 4 ,4.6
3708,Drama.History,The Robe ,6.8
3709,Comedy.Crime.Mystery,The Return of the Pink Panther ,7.1
3710,Comedy.Fantasy.Horror.Thriller,Freddy's Dead: The Final Nightmare ,4.9
3711,Biography.Crime.Drama.Thriller,Monster ,7.3
3712,Adventure.Drama.Family.Fantasy.Sci-Fi,20000 Leagues Under the Sea ,7.2
3713,Fantasy.Horror.Thriller,Paranormal Activity: The Marked Ones ,5
3714,Biography.Drama,The Elephant Man ,8.2
3715,Biography.Drama,Dallas Buyers Club ,8
3716,Horror.Sci-Fi.Thriller,The Lazarus Effect ,5.2
3717,Mystery.Thriller,Memento ,8.5
3718,Horror.Mystery,Oculus ,6.5
3719,Comedy,Clerks II ,7.4
3720,Drama.Music,Billy Elliot ,7.7
3721,Comedy.Drama,The Way Way Back ,7.4
3722,Comedy.Drama.Music.Romance,House Party 2 ,5.1
3723,Adventure.Drama.Family.Romance.Western,The Man from Snowy River ,7.3
3724,Animation.Comedy.Family,Doug's 1st Movie ,5
3725,Drama,The Apostle ,7.2
3726,Biography.Drama,Mommie Dearest ,6.7
3727,Comedy.Drama,Our Idiot Brother ,6.4
3728,Biography.Drama.Sport,Race ,7.1
3729,Comedy.Drama,The Players Club ,5.6
3730,Drama.Romance.Thriller,O ,6.2
3731,Horror.Mystery.Thriller,As Above So Below ,6.1
3732,Drama.Thriller,Addicted ,5.2
3733,Drama,Eve's Bayou ,7.3
3734,Drama,Still Alice ,7.5
3735,Drama.History,The Egyptian ,6.6
3736,Action.Crime.Thriller,Nighthawks ,6.4
3737,Adventure.Horror,Friday the 13th Part VIII: Jason Takes Manhattan ,4.5
3738,Comedy.Family.Romance,My Big Fat Greek Wedding ,6.6
3739,Crime.Drama,Spring Breakers ,5.3
3740,Horror.Thriller,Halloween: The Curse of Michael Myers ,4.9
3741,Adventure.Comedy.Drama.Romance,Y Tu Mamá También ,7.7
3742,Comedy.Horror,Shaun of the Dead ,8
3743,Drama.Horror.Thriller,The Haunting of Molly Hartley ,3.8
3744,Drama.Mystery,Lone Star ,7.6
3745,Horror.Thriller,Halloween 4: The Return of Michael Myers ,5.9
3746,Horror.Mystery,April Fool's Day ,6.2
3747,Comedy.Drama,Diner ,7.2
3748,Action.Crime.Drama.Thriller.Western,Lone Wolf McQuade ,6.3
3749,Horror.Mystery.Sci-Fi.Thriller,Apollo 18 ,5.2
3750,Comedy.Drama,Sunshine Cleaning ,6.9
3751,Action.Thriller,No Escape ,6.8
3752,Action.Adventure.Fantasy,The Beastmaster ,6.2
3753,Drama.History.Romance.War,Solomon and Sheba ,6.2
3754,Comedy,Fifty Shades of Black ,3.5
3755,Drama.Romance,Not Easily Broken ,6.1
3756,Drama.Romance.War,A Farewell to Arms ,6.6
3757,Comedy.Romance,The Perfect Match ,4.5
3758,Action.Adventure.Animation.Family.Sci-Fi,Digimon: The Movie ,5.9
3759,Comedy.Drama,Saved! ,6.9
3760,Comedy.Crime.Drama.Mystery.Romance,The Barbarian Invasions ,7.7
3761,Adventure.Drama.Romance,Robin and Marian ,6.6
3762,Horror.Thriller,The Forsaken ,5.3
3763,Action.Drama.War,Force 10 from Navarone ,6.3
3764,Comedy.Drama,UHF ,7
3765,Comedy,Grandma's Boy ,7
3766,Comedy.Drama,Slums of Beverly Hills ,6.6
3767,Western,Once Upon a Time in the West ,8.6
3768,Comedy.Crime.Drama.Thriller,Made ,6.4
3769,Drama.Mystery.Sci-Fi,Moon ,7.9
3770,Comedy,Keeping Up with the Steins ,5.4
3771,Documentary,Sea Rex 3D: Journey to a Prehistoric World ,6.9
3772,Drama,The Sweet Hereafter ,7.7
3773,Drama,Of Gods and Men ,7.2
3774,Comedy.Drama,Bottle Shock ,6.8
3775,Comedy.Music.Sci-Fi,Jekyll and Hyde... Together Again ,6.2
3776,Biography.Crime.Drama.Romance.Thriller,Heavenly Creatures ,7.4
3777,Drama,90 Minutes in Heaven ,4.6
3778,Comedy.Drama,Everything Must Go ,6.4
3779,Comedy.Crime.Drama.Mystery.Thriller,Zero Effect ,7
3780,Drama.Thriller,The Machinist ,7.7
3781,Crime.Drama,Light Sleeper ,6.8
3782,Biography.Crime.Drama.Mystery.Thriller,Kill the Messenger ,7
3783,Drama,Rabbit Hole ,7
3784,Biography.Crime.Drama.Thriller,Party Monster ,6.3
3785,Crime.Horror.Music.Thriller,Green Room ,7.1
3786,Comedy.Drama.Romance,The Oh in Ohio ,5.6
3787,Drama.Mystery.Sci-Fi,Atlas Shrugged: Who Is John Galt? ,4.4
3788,Comedy.Crime.Drama,Bottle Rocket ,7.1
3789,Crime.Drama.Thriller,Albino Alligator ,6.1
3790,Biography.Drama.History,Gandhi My Father ,7.4
3791,Crime.Documentary.War,Standard Operating Procedure ,7.5
3792,Drama,Out of the Blue ,7.2
3793,Comedy.Horror,Tucker and Dale vs Evil ,7.6
3794,Drama.Romance,Lovely Still ,7.3
3795,Adventure.Drama.Romance,Tycoon ,6.2
3796,Drama,Desert Blue ,6.2
3797,Comedy.Horror.Sci-Fi,Decoys ,4.6
3798,Horror.Thriller,The Visit ,6.2
3799,Crime.Thriller.War,Redacted ,6.2
3800,Mystery.Romance.Thriller,Fascination ,3.3
3801,Drama.Fantasy,Saving Grace             ,7.5
3802,Horror.Sci-Fi.Thriller,Area 51 ,4.2
3803,Drama.Horror.Thriller,Sleep Tight ,7.2
3804,Comedy.Crime.Horror.Thriller,The Cottage ,6.2
3805,Comedy.Drama.Fantasy,Dead Like Me: Life After Death ,6.1
3806,Animation.Comedy,Farce of the Penguins ,4.2
3807,Drama.Family.Music,Flying By ,4.5
3808,Comedy.Crime.Mystery,Psych             ,8.4
3809,Comedy.Drama.Music,Rudderless ,7.5
3810,Animation.Family,Henry & Me ,6.7
3811,Comedy,Christmas Eve ,5.1
3812,Crime.Drama.Thriller,We Have Your Husband ,5.5
3813,Drama.Thriller,Dying of the Light ,4.4
3814,Action.Drama.Thriller.War,Born of War ,4.4
3815,Action.Sci-Fi.Thriller,Capricorn One ,6.8
3816,Comedy.Drama,Should've Been Romeo ,6.7
3817,Family,Running Forever ,8.6
3818,Comedy.Fantasy.Horror.Thriller,Yoga Hosers ,4.8
3819,Action.Horror,Navy Seals vs. Zombies ,3.4
3820,Comedy.Drama.Romance.War,I Served the King of England ,7.4
3821,Comedy.Drama,Soul Kitchen ,7.3
3822,Drama,Sling Blade ,8
3823,Horror.Thriller,The Awakening ,6.5
3824,Horror,Hostel ,5.9
3825,Comedy.Drama,Tristram Shandy: A Cock and Bull Story ,6.8
3826,Drama.Thriller,Take Shelter ,7.4
3827,Fantasy.Horror.Mystery.Thriller,Lady in White ,6.7
3828,Comedy.Drama,Driving Lessons ,6.8
3829,Comedy.Crime,Let's Kill Ward's Wife ,5.4
3830,Comedy.Horror,The Texas Chainsaw Massacre 2 ,5.5
3831,Biography.Drama.Romance.Western,Pat Garrett & Billy the Kid ,7.4
3832,Crime.Drama,Only God Forgives ,5.7
3833,Drama,Camping sauvage ,5.4
3834,Comedy,Without Men ,3.2
3835,Comedy.Romance,Barfi ,7.1
3836,Drama.Romance,Dear Frankie ,7.8
3837,Western,All Hat ,5.3
3838,Comedy.Drama.Romance,The Names of Love ,7.2
3839,Comedy.Drama,Treading Water ,6.2
3840,Drama,Savage Grace ,5.9
3841,Crime.Drama,Out of the Blue ,7.3
3842,Comedy,Police Academy ,6.7
3843,Adventure.Drama.Romance,The Blue Lagoon ,5.7
3844,Comedy.Drama.Romance,Four Weddings and a Funeral ,7.1
3845,Comedy.Drama,Fast Times at Ridgemont High ,7.2
3846,Adventure.Drama,Moby Dick ,7.4
3847,Drama,25th Hour ,7.7
3848,Crime.Drama,Secrets and Lies             ,7.7
3849,Crime.Drama.Romance.Thriller,Bound ,7.4
3850,Drama,Requiem for a Dream ,8.4
3851,Musical.Romance,State Fair ,7.1
3852,Drama.Musical,Tango ,7.2
3853,Drama.History.Thriller.War,Salvador ,7.5
3854,Comedy,Moms' Night Out ,5.4
3855,Drama.Sci-Fi.Thriller,Donnie Darko ,8.1
3856,Adventure.Comedy.Western,Saving Private Perez ,6
3857,Crime.Drama.Mystery,Character ,7.8
3858,Comedy.Crime.Drama,Spun ,6.8
3859,Comedy.Drama,Life During Wartime ,6.5
3860,Crime.Drama,Lady Vengeance ,7.7
3861,Biography.Drama.Music.Romance,Mozart's Sister ,6.4
3862,Comedy.Drama.Sport,Mean Machine ,6.5
3863,Action.Crime.Thriller,Exiled ,7.3
3864,Action.Adventure.Western,Blackthorn ,6.6
3865,Crime.Drama,Lilya 4-Ever ,7.9
3866,Drama.Horror.Mystery.Thriller,After.Life ,5.9
3867,Drama.Thriller,Fugly ,4.7
3868,Drama,One Flew Over the Cuckoo's Nest ,8.7
3869,Comedy,R.L. Stine's Monsterville: The Cabinet of Souls ,5.9
3870,Comedy.Romance,Silent Movie ,6.7
3871,Action.Drama.History.Thriller.War,Airlift ,8.5
3872,Drama.Family,Anne of Green Gables             ,8.4
3873,Action.Adventure,Falcon Rising ,5.8
3874,Action.Crime.Drama,The Sweeney ,6.1
3875,Crime.Thriller,Sexy Beast ,7.3
3876,Action.Crime.Drama.Thriller,Easy Money ,6.7
3877,Drama.Family,Whale Rider ,7.6
3878,Comedy.Drama,Paa ,7.2
3879,Mystery.Sci-Fi.Thriller,Cargo ,6.2
3880,Adventure.Family.Fantasy,Pan ,5.8
3881,Comedy.Drama.Family.Music.Musical.Romance,High School Musical ,5.2
3882,Crime.Drama,Animal Kingdom             ,8.1
3883,Comedy.Drama,Love and Death on Long Island ,7.1
3884,Fantasy.Thriller,Night Watch ,6.5
3885,Crime.Drama.Romance.Thriller,The Crying Game ,7.3
3886,Comedy,Porky's ,6.2
3887,Horror,Survival of the Dead ,5
3888,Drama.Horror.Mystery,Night of the Living Dead ,8
3889,Drama,Lost in Translation ,7.8
3890,Comedy.Romance,Annie Hall ,8.1
3891,Drama.Family.Romance,The Greatest Show on Earth ,6.7
3892,Action.Adventure.Drama,Exodus: Gods and Kings ,6.1
3893,Drama.Romance,Monster's Ball ,7.1
3894,Drama.Horror,Maggie ,5.6
3895,Drama.Romance,Leaving Las Vegas ,7.6
3896,Comedy.Horror,Hansel & Gretel Get Baked ,4.3
3897,Comedy.Horror.Sci-Fi,The Return of the Living Dead ,7.3
3898,Comedy.Drama.Romance,The Front Page ,7.3
3899,Mystery.Thriller,The Boy Next Door ,4.6
3900,Drama.Romance,Trapeze ,6.8
3901,Drama.Fantasy,Saving Grace             ,7.5
3902,Comedy.Drama,The Kids Are All Right ,7.1
3903,Horror.Sci-Fi.Thriller,They Live ,7.3
3904,Adventure.Drama.History.Thriller.War,The Great Escape ,8.3
3905,Comedy.Documentary.Drama.Fantasy.Mystery.Sci-Fi,What the #$*! Do We (K)now!? ,5.4
3906,Drama.Horror.Thriller,The Last Exorcism Part II ,4
3907,Drama,Boyhood ,8
3908,Comedy.Crime.Mystery,Scoop ,6.7
3909,Action.Adventure.Sci-Fi.Thriller,Planet of the Apes ,5.7
3910,Comedy,The Wash ,4.6
3911,Comedy,3 Strikes ,4
3912,Crime.Drama.Fantasy.Romance,The Cooler ,7
3913,Drama.Romance.Western,The Misfits ,7.4
3914,Crime.Mystery.Thriller,The Night Listener ,5.9
3915,Comedy.Crime,The Jerky Boys ,4.6
3916,Horror.Mystery.Thriller,My Soul to Take ,4.8
3917,Drama.Mystery.Thriller,The Orphanage ,7.5
3918,Comedy.Fantasy,A Haunted House 2 ,4.7
3919,Comedy.Drama.Romance,The Rules of Attraction ,6.7
3920,Drama.Thriller,Topaz ,6.3
3921,Comedy.Crime,Let's Go to Prison ,6
3922,Comedy.Fantasy,Four Rooms ,6.7
3923,Comedy.Drama.Romance,Secretary ,7.1
3924,Documentary,The Real Cancun ,2.7
3925,Drama,Talk Radio ,7.3
3926,Comedy,Waiting for Guffman ,7.6
3927,Comedy,Love Stinks ,5.8
3928,Comedy.Crime.Romance.Thriller,You Kill Me ,6.5
3929,Comedy.Drama,Thumbsucker ,6.6
3930,Action.Crime.Horror.Thriller,Red State ,6.2
3931,Adventure.Fantasy,Mirrormask ,6.9
3932,Documentary.Music,Samsara ,8.5
3933,Adventure.Fantasy,The Barbarians ,4.8
3934,Drama.Romance,The Art of Getting By ,6.6
3935,Drama.Thriller,Zipper ,5.7
3936,Drama.Thriller,Poolhall Junkies ,7
3937,Drama,The Loss of Sexual Innocence ,5.4
3938,Drama.Fantasy,Holy Motors ,7.1
3939,Drama,Joe ,6.9
3940,Comedy.Crime.Romance,Shooting Fish ,6.6
3941,Crime.Drama.Horror.Thriller,Prison ,5.9
3942,Comedy.Horror.Mystery,Psycho Beach Party ,6.3
3943,Comedy,The Big Tease ,6.3
3944,Drama,Buen Día Ramón ,7.7
3945,Crime.Drama.Thriller,Trust ,7
3946,Comedy,An Everlasting Piece ,6.3
3947,Comedy.Romance,Among Giants ,5.9
3948,Drama.Romance,Adore ,6.2
3949,Comedy.Drama.Romance,The Velocity of Gary ,5
3950,Comedy.Drama,Mondays in the Sun ,7.7
3951,Drama.Horror.Sci-Fi,Stake Land ,6.5
3952,Comedy.Family.Romance,Sonny with a Chance             ,6.1
3953,Biography.Drama,The Last Time I Committed Suicide ,5.8
3954,Drama,Futuro Beach ,6.1
3955,Comedy.Drama,Another Happy Day ,6
3956,Action.Adventure.Crime.Thriller,A Lonely Place to Die ,6.3
3957,Comedy.Fantasy,Nothing ,6.3
3958,Adventure.Drama,The Geographer Drank His Globe Away ,7.5
3959,Drama.Family.History.Musical,1776 ,7.6
3960,Drama.Mystery.Romance.Thriller,Inescapable ,5.2
3961,Drama.War,Hell's Angels ,7.8
3962,Comedy.Drama.Romance,Purple Violets ,6.6
3963,Horror,The Veil ,4.7
3964,Horror.Thriller,The Loved Ones ,6.7
3965,Horror,No Vacancy ,4.2
3966,Comedy.Romance,How to Fall in Love ,6.3
3967,Adventure.Biography.Drama.Romance,The Perfect Wave ,4.7
3968,Adventure.Drama.History,Ben-Hur ,6
3969,Biography.Drama.History,A Man for All Seasons ,7.9
3970,Drama.Romance,Network ,8.1
3971,Drama.History.Romance.War,Gone with the Wind ,8.2
3972,Biography.Drama,Desert Dancer ,6
3973,Adventure.War.Western,Major Dundee ,6.8
3974,Drama,Down for Life ,7.3
3975,Biography.Comedy.Musical.Romance.Western,Annie Get Your Gun ,7
3976,Comedy.Crime.Drama,Four Lions ,7.3
3977,Drama,House of Sand ,7.5
3978,Comedy.Crime.Drama,Defendor ,6.8
3979,Adventure.Comedy.Musical.Romance,The Pirate ,7.1
3980,Drama,The Good Heart ,6.9
3981,Comedy.Drama,The History Boys ,6.9
3982,Action.Mystery.Thriller,Unknown ,6.9
3983,Comedy.Drama.War,M*A*S*H             ,8.4
3984,Drama,Midnight Cowboy ,7.9
3985,Comedy.Drama.Music,The Full Monty ,7.2
3986,Comedy,Airplane! ,7.8
3987,Action.Thriller,Chain of Command ,3.5
3988,Comedy.Drama,Friday ,7.3
3989,Crime.Drama.Thriller,Menace II Society ,7.5
3990,Drama.Music,Empire             ,7.8
3991,Comedy.Fantasy.Horror.Thriller,Creepshow 2 ,6
3992,Comedy.Drama.Romance.Western,The Ballad of Cable Hogue ,7.3
3993,Biography.Crime.Drama.History,In Cold Blood ,8
3994,Drama,The Nun's Story ,7.6
3995,Action.Crime.Drama.Mystery.Thriller,Harper ,7
3996,Thriller,Frenzy ,7.5
3997,Horror.Mystery,The Witch ,6.8
3998,Comedy,I Got the Hook Up ,3.9
3999,Comedy.Drama.Romance,She's the One ,6.1
4000,Biography.Drama,Gods and Monsters ,7.5
4001,Drama.Mystery.Thriller,The Secret in Their Eyes ,8.2
4002,Horror,Day of the Dead ,7.2
4003,Horror.Thriller,Train ,4.8
4004,Comedy.Fantasy.Horror.Thriller,Evil Dead II ,7.8
4005,Action.Adventure.Comedy.Musical,Pootie Tang ,5.2
4006,Horror,Sharknado ,3.3
4007,Drama.History,La otra conquista ,6.8
4008,Comedy.Drama.Fantasy.Horror,Trollhunter ,7
4009,Comedy.Romance,Ira & Abby ,6.5
4010,Action.Comedy.Sci-Fi,The Watch ,5.7
4011,Comedy.Drama,Winter Passing ,6.4
4012,Action.Comedy.Romance,D.E.B.S. ,5.3
4013,Action.Biography.Crime.Drama.Family.Fantasy,The Masked Saint ,4.7
4014,Crime.Drama.Mystery.Thriller,The Betrayed ,6.1
4015,Action.Comedy.Crime.Thriller,Taxman ,5.5
4016,Drama.Thriller,The Secret             ,7.3
4017,Horror.Thriller,2:13 ,4.8
4018,Action.Animation.Crime.Sci-Fi.Thriller,Batman: The Dark Knight Returns Part 2 ,8.4
4019,Documentary,Time to Choose ,7
4020,Action.Adventure.Fantasy.Thriller,In the Name of the King: The Last Job ,3.3
4021,Action.Crime.Drama.Thriller,Wicked Blood ,5.4
4022,Drama.Thriller,Dawn Patrol ,4.8
4023,Crime.Mystery.Thriller,Lords of London ,3.1
4024,Comedy,High Anxiety ,6.7
4025,Documentary,March of the Penguins ,7.6
4026,Biography.Drama.Thriller,Margin Call ,7.1
4027,Drama.Romance,August ,6.1
4028,Comedy.Drama,Choke ,6.5
4029,Drama.Music,Whiplash ,8.5
4030,Crime.Drama,City of God ,8.7
4031,Comedy.Music,Human Traffic ,7.1
4032,Biography.Drama.Music,Day One ,6.6
4033,Crime.Drama.Mystery,The Dead Girl ,6.7
4034,Drama,The Hunt ,8.3
4035,Comedy.Family,A Christmas Story ,8.1
4036,Drama.Romance,Bella ,7.4
4037,Action.Crime.Drama.Thriller,Class of 1984 ,6.6
4038,Comedy,The Opposite Sex ,4.5
4039,Drama.Romance,Dreaming of Joseph Lees ,6.4
4040,Drama,The Class ,7.5
4041,Drama.Horror,Rosemary's Baby ,8
4042,Drama.Western,The Man Who Shot Liberty Valance ,8.1
4043,Drama.Romance,Adam ,7.2
4044,Crime.Drama,Maria Full of Grace ,7.5
4045,Comedy.Drama.Romance,Beginners ,7.2
4046,Action.Comedy.Horror.Thriller,Feast ,6.4
4047,Comedy,Animal House ,7.6
4048,Action.Adventure.Thriller,Goldfinger ,7.8
4049,Horror.Sci-Fi.Thriller,Antiviral ,5.7
4050,Drama.Family.Fantasy.Romance,It's a Wonderful Life ,8.6
4051,Drama,Trainspotting ,8.2
4052,Comedy.Documentary,The Original Kings of Comedy ,6.6
4053,Horror,Paranormal Activity 2 ,5.7
4054,Comedy,Waking Ned Devine ,7.4
4055,Crime.Documentary.Drama,Bowling for Columbine ,8
4056,Drama,Coming Home ,7.3
4057,Fantasy.Horror,A Nightmare on Elm Street 2: Freddy's Revenge ,5.4
4058,Drama.Romance,A Room with a View ,7.4
4059,Horror.Sci-Fi.Thriller,The Purge ,5.7
4060,Horror.Mystery,Sinister ,6.8
4061,Biography.Comedy.Documentary,Martin Lawrence Live: Runteldat ,5.4
4062,Drama.Romance,Cat on a Hot Tin Roof ,8.1
4063,Action.Adventure.Sci-Fi,Beneath the Planet of the Apes ,6.1
4064,Comedy.Drama.Family.Sport,Air Bud ,5.1
4065,Action.Adventure.Animation.Family.Fantasy.Sci-Fi,Pokémon 3: The Movie ,5.6
4066,Horror.Thriller,Jason Lives: Friday the 13th Part VI ,5.9
4067,Adventure.Drama.War,The Bridge on the River Kwai ,8.2
4068,Adventure.Comedy.Sci-Fi,Spaced Invaders ,5.3
4069,Comedy.Thriller,Family Plot ,6.8
4070,Comedy.Drama.Romance,The Apartment ,8.3
4071,Fantasy.Horror.Thriller,Jason Goes to Hell: The Final Friday ,4.3
4072,Thriller,Torn Curtain ,6.7
4073,Comedy.Documentary.Music,Dave Chappelle's Block Party ,7.2
4074,Western,Slow West ,6.9
4075,Comedy.Drama.Music,Krush Groove ,6.6
4076,Action.Comedy.Crime,Next Day Air ,5.9
4077,Drama,Elmer Gantry ,7.9
4078,Drama.War,Judgment at Nuremberg ,8.3
4079,Comedy,Trippin' ,5.2
4080,Animation.Comedy,Robot Chicken             ,7.8
4081,Action.Adventure.Romance.Western,Red River ,7.8
4082,Comedy,Phat Girlz ,3
4083,Drama.Romance,Before Midnight ,7.9
4084,Comedy.Fantasy,Teen Wolf Too ,3.2
4085,Action.Fantasy.Horror.Sci-Fi.Thriller,Phantasm II ,6.5
4086,Drama,Woman Thou Art Loosed ,6.9
4087,Comedy.Drama,Real Women Have Curves ,7
4088,Drama.War,Deadline Gallipoli             ,7.4
4089,Drama.Romance,Water ,7.8
4090,Comedy.Drama,East Is East ,6.9
4091,Comedy.Romance,Whipped ,4.4
4092,Crime.Drama.History.Romance,Kama Sutra: A Tale of Love ,6
4093,Comedy.Drama,Please Give ,6.6
4094,Family.Fantasy.Musical,Willy Wonka & the Chocolate Factory ,7.8
4095,Fantasy.Horror,Warlock: The Armageddon ,5.3
4096,Comedy.Crime,8 Heads in a Duffel Bag ,5.3
4097,Drama.Romance,Days of Heaven ,8
4098,Drama,Thirteen Conversations About One Thing ,7.1
4099,Comedy.Crime.Thriller,Jawbreaker ,5.4
4100,Biography.Drama,Basquiat ,6.9
4101,Comedy.Drama.Romance,Frances Ha ,7.4
4102,Crime.Drama,Tsotsi ,7.3
4103,Comedy.Drama,Happiness ,7.8
4104,Comedy.Documentary,DysFunktional Family ,6.6
4105,Comedy.Drama.Horror,Tusk ,5.4
4106,Drama.Mystery.Thriller,Oldboy ,8.4
4107,Drama.Family,Letters to God ,6.3
4108,Action.Comedy.Thriller,Hobo with a Shotgun ,6.1
4109,Action.Comedy,Compadres ,5
4110,Comedy.Crime.Drama.Thriller,Freeway ,6.9
4111,Drama.Family.Western,Love's Abiding Joy ,7.2
4112,Drama,Fish Tank ,7.3
4113,Comedy.Drama.Romance,Damsels in Distress ,5.7
4114,Horror.Sci-Fi.Thriller,Creature             ,5
4115,Comedy.Romance,Bachelorette ,5.3
4116,Comedy.Drama.Horror.Sci-Fi.Thriller,BrainDead             ,7.9
4117,Drama.Family.Music,Brave New Girl ,5
4118,Comedy,Tim and Eric's Billion Dollar Movie ,5.3
4119,Crime.Drama.Thriller,The Gambler ,6
4120,Drama,The Grand             ,7.6
4121,Comedy.Drama.Romance.Sport,Summer Storm ,7.4
4122,Drama.History.War,Fort McCoy ,5.9
4123,Horror.Thriller,Chain Letter ,4.1
4124,Comedy.Drama,Just Looking ,6.7
4125,Drama.Sci-Fi.Thriller,The Divide ,5.8
4126,Drama.Horror.Romance,The Eclipse ,6.2
4127,Horror.Thriller,Demonic ,5.3
4128,Comedy,My Big Fat Independent Movie ,3.3
4129,Adventure.Family.Fantasy,Alice in Wonderland ,6.5
4130,Comedy,The Deported ,6.2
4131,Drama,Tanner Hall ,5.9
4132,Action.Drama.Thriller,Open Road ,5.5
4133,Comedy,They Came Together ,5.5
4134,Comedy,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2.6
4135,Action.Drama.Sport,Never Back Down 2: The Beatdown ,5.8
4136,Crime.Thriller,Point Blank ,7.4
4137,Comedy,Four Single Fathers ,5.1
4138,Thriller,Enter the Dangerous Mind ,5.2
4139,Drama.Horror.Mystery.Thriller,Something Wicked ,4.8
4140,Thriller,AWOL-72 ,3.9
4141,Adventure.Crime.Drama,Iguana ,6.2
4142,Drama.Family.Fantasy.Romance,Cinderella ,7
4143,Action.Adventure.Crime.Drama,Chicago Overcoat ,6.2
4144,Comedy.Drama.Romance,Barry Munday ,5.9
4145,Drama,Central Station ,8
4146,Comedy.Drama,Pocketful of Miracles ,7.3
4147,Action.Crime,Close Range ,4.9
4148,Comedy.Romance,Boynton Beach Club ,6.5
4149,Drama.Horror.Mystery.Thriller,Amnesiac ,4.3
4150,Documentary,Freakonomics ,6.4
4151,Fantasy.Horror.Mystery,The Omen ,7.6
4152,Horror,High Tension ,6.8
4153,Comedy.Drama.Romance.Sci-Fi,Griff the Invisible ,6.1
4154,Action.Horror.Thriller,Unnatural ,4
4155,Crime.Drama.Music,Hustle & Flow ,7.4
4156,Comedy.Music.Romance,Some Like It Hot ,8.3
4157,Horror,Friday the 13th Part VII: The New Blood ,5.3
4158,Adventure.Family.Fantasy.Musical,The Wizard of Oz ,8.1
4159,Comedy,Young Frankenstein ,8
4160,Horror,Diary of the Dead ,5.7
4161,Comedy.Drama.Romance,Lage Raho Munna Bhai ,8.2
4162,Drama,Ulee's Gold ,7.1
4163,Adventure.Family.Sport,The Black Stallion ,7.4
4164,Romance,Sardaar Ji ,6.6
4165,Action.Adventure.Animation.Comedy.Sci-Fi,Journey to Saturn ,5.7
4166,Adventure.Comedy.Romance,Donovan's Reef ,6.9
4167,Comedy.Drama,The Dress ,7
4168,Drama.Fantasy.Romance.War,A Guy Named Joe ,7
4169,Comedy.Western,Blazing Saddles ,7.8
4170,Horror.Thriller,Friday the 13th: The Final Chapter ,5.9
4171,Drama,Ida ,7.4
4172,Drama.Romance,Maurice ,7.8
4173,Comedy.Sport,Beer League ,6
